param,value
cov_1-7-13,28.499569842738207
cov_1-8-1,0.006784412580943563
cov_1-8-2,0.00040323774283071396
cov_1-8-3,0.004596901017576319
cov_1-8-4,-0.005409805735430164
cov_1-8-5,0.12918131359851992
cov_1-8-6,-0.000782793709528214
cov_1-8-7,-0.000901387604070304
cov_1-8-8,0.004512395929694729
cov_1-8-9,-0.004747964847363555
cov_1-8-10,-0.0024399629972247897
cov_1-8-11,0.002946207215541165
cov_1-8-12,-0.008265448658649399
cov_1-8-13,1.1865818686401477
cov_1-9-1,0.06381544865864942
cov_1-9-2,-0.02260365402405181
cov_1-9-3,-0.00766355226641999
cov_1-9-4,-0.18387974098057355
cov_1-9-5,-0.5060915818686401
cov_1-9-6,0.05614685476410731
cov_1-9-7,0.10231771507863095
cov_1-9-8,-0.004747964847363555
cov_1-9-9,0.19711285846438475
cov_1-9-10,0.23272715078630898
cov_1-9-11,0.007955087881591114
cov_1-9-12,-0.005821322849213687
cov_1-9-13,13.33580481036077
cov_1-10-1,0.22397964847363536
cov_1-10-2,-0.12091757631822385
cov_1-10-3,0.019579555966697488
cov_1-10-4,-0.8183436632747455
cov_1-10-5,2.1864939870490283
cov_1-10-6,0.2730376503237742
cov_1-10-7,0.39078455134135054
cov_1-10-8,-0.0024399629972247897
cov_1-10-9,0.23272715078630898
cov_1-10-10,1.684723774283071
cov_1-10-11,-0.01006729879740981
cov_1-10-12,-0.08011489361702132
cov_1-10-13,128.74961147086034
cov_1-11-1,-0.003961794634597613
cov_1-11-2,-0.02116581868640146
cov_1-11-3,0.004504209065679927
cov_1-11-4,0.06775809435707678
cov_1-11-5,0.1011054579093432
cov_1-11-6,-0.008602636447733583
cov_1-11-7,-0.0007860777058279381
cov_1-11-8,0.002946207215541165
cov_1-11-9,0.007955087881591114
cov_1-11-10,-0.01006729879740981
cov_1-11-11,0.014018778908418128
cov_1-11-12,-0.013108186864014803
cov_1-11-13,4.968519888991672
cov_1-12-1,0.011872849213691061
cov_1-12-2,0.028994634597594843
cov_1-12-3,-0.006505920444033311
cov_1-12-4,-0.0729662349676226
cov_1-12-5,0.5509343200740057
cov_1-12-6,0.013544033302497682
cov_1-12-7,-0.014506706753006476
cov_1-12-8,-0.008265448658649399
cov_1-12-9,-0.005821322849213687
cov_1-12-10,-0.08011489361702132
cov_1-12-11,-0.013108186864014803
cov_1-12-12,0.12835938945420908
cov_1-12-13,-17.5836586493987
cov_1-13-1,20.63649398704902
cov_1-13-2,-12.007474560592042
cov_1-13-3,9.316887141535615
cov_1-13-4,-43.88399629972246
cov_1-13-5,61.96577243293246
cov_1-13-6,19.02455134135059
cov_1-13-7,28.499569842738207
cov_1-13-8,1.1865818686401477
cov_1-13-9,13.33580481036077
cov_1-13-10,128.74961147086034
cov_1-13-11,4.968519888991672
cov_1-13-12,-17.5836586493987
cov_1-13-13,29449.52081406105
cov_2-1-1,0.48594915388683235
cov_2-1-2,0.22960557905869913
cov_2-1-3,0.03729476467477522
cov_2-1-4,-0.08400158646218955
cov_2-1-5,1.1402617662612393
cov_2-1-6,0.04301002115282924
cov_2-1-7,-0.015879666842940204
cov_2-1-8,0.005893178212585923
cov_2-1-9,-0.0016781332628238175
cov_2-1-10,1.041973823373876
cov_2-1-11,-0.046740988894764676
cov_2-1-12,-0.033836805922792056
cov_2-1-13,11.5554653622422
cov_2-2-1,0.22960557905869913
cov_2-2-2,1.402519539925965
cov_2-2-3,0.07060465362242202
cov_2-2-4,0.7308757271285033
cov_2-2-5,-1.404576943416182
cov_2-2-6,-0.2684898730830248
cov_2-2-7,-0.45980996827075615
cov_2-2-8,0.0296918561607615
cov_2-2-9,-0.21460896351136968
cov_2-2-10,1.382518350079323
cov_2-2-11,-0.1574119989423585
cov_2-2-12,-0.32804706504494974
cov_2-2-13,-4.334338974087786
cov_2-3-1,0.03729476467477522
cov_2-3-2,0.07060465362242202
cov_2-3-3,0.0789338974087784
cov_2-3-4,0.3394563722897937
cov_2-3-5,-0.061940772078265406
cov_2-3-6,0.020677630883130627
cov_2-3-7,0.022258751983077772
cov_2-3-8,0.006986991010047595
cov_2-3-9,-0.0037212057112638542
cov_2-3-10,0.09941047065044951
cov_2-3-11,-0.0033053093601269207
cov_2-3-12,0.008394394500264402
cov_2-3-13,0.5018138551031209
cov_2-4-1,-0.08400158646218955
cov_2-4-2,0.7308757271285033
cov_2-4-3,0.3394563722897937
cov_2-4-4,7.5418720253833955
cov_2-4-5,-15.476097303014289
cov_2-4-6,-0.4192839767318881
cov_2-4-7,-1.07325542041248
cov_2-4-8,0.1131316763617134
cov_2-4-9,-0.21368799576943404
cov_2-4-10,2.215281861448969
cov_2-4-11,-0.20373146483342155
cov_2-4-12,-0.6268640930724484
cov_2-4-13,-42.84257006874673
cov_2-5-1,1.1402617662612393
cov_2-5-2,-1.404576943416182
cov_2-5-3,-0.061940772078265406
cov_2-5-4,-15.476097303014289
cov_2-5-5,275.8183500793232
cov_2-5-6,1.0622659968270751
cov_2-5-7,3.0601771549444723
cov_2-5-8,-0.82262823902697
cov_2-5-9,4.333355367530411
cov_2-5-10,-5.352490745637231
cov_2-5-11,0.7462818614489685
cov_2-5-12,1.4856901110523526
cov_2-5-13,625.1224219989424
cov_2-6-1,0.04301002115282924
cov_2-6-2,-0.2684898730830248
cov_2-6-3,0.020677630883130627
cov_2-6-4,-0.4192839767318881
cov_2-6-5,1.0622659968270751
cov_2-6-6,0.3393019830777366
cov_2-6-7,0.48241012691697527
cov_2-6-8,-0.0293981491274458
cov_2-6-9,0.19020430988894763
cov_2-6-10,-0.3966085668958223
cov_2-6-11,0.05897643046007405
cov_2-6-12,0.32541665785298796
cov_2-6-13,15.1628900052882
cov_2-7-1,-0.015879666842940204
cov_2-7-2,-0.45980996827075615
cov_2-7-3,0.022258751983077772
cov_2-7-4,-1.07325542041248
cov_2-7-5,3.0601771549444723
cov_2-7-6,0.48241012691697527
cov_2-7-7,0.9227162612374403
cov_2-7-8,-0.07157207826546803
cov_2-7-9,0.31945661025912214
cov_2-7-10,-1.196816076150185
cov_2-7-11,0.14091554204124807
cov_2-7-12,0.6272890005288209
cov_2-7-13,27.909759386567952
cov_2-8-1,0.005893178212585923
cov_2-8-2,0.0296918561607615
cov_2-8-3,0.006986991010047595
cov_2-8-4,0.1131316763617134
cov_2-8-5,-0.82262823902697
cov_2-8-6,-0.0293981491274458
cov_2-8-7,-0.07157207826546803
cov_2-8-8,0.018469487043892122
cov_2-8-9,-0.027469857218402956
cov_2-8-10,0.1415579058699101
cov_2-8-11,-0.011621692226335276
cov_2-8-12,-0.05870084611316762
cov_2-8-13,-2.4502644103648867
cov_2-9-1,-0.0016781332628238175
cov_2-9-2,-0.21460896351136968
cov_2-9-3,-0.0037212057112638542
cov_2-9-4,-0.21368799576943404
cov_2-9-5,4.333355367530411
cov_2-9-6,0.19020430988894763
cov_2-9-7,0.31945661025912214
cov_2-9-8,-0.027469857218402956
cov_2-9-9,0.3415244050766792
cov_2-9-10,-0.07379619249074558
cov_2-9-11,0.03150371760973029
cov_2-9-12,0.219069645690111
cov_2-9-13,16.696538868323632
cov_2-10-1,1.041973823373876
cov_2-10-2,1.382518350079323
cov_2-10-3,0.09941047065044951
cov_2-10-4,2.215281861448969
cov_2-10-5,-5.352490745637231
cov_2-10-6,-0.3966085668958223
cov_2-10-7,-1.196816076150185
cov_2-10-8,0.1415579058699101
cov_2-10-9,-0.07379619249074558
cov_2-10-10,7.273140877842412
cov_2-10-11,-0.45659146483342156
cov_2-10-12,-1.1135821258593341
cov_2-10-13,-27.047160232681122
cov_2-11-1,-0.046740988894764676
cov_2-11-2,-0.1574119989423585
cov_2-11-3,-0.0033053093601269207
cov_2-11-4,-0.20373146483342155
cov_2-11-5,0.7462818614489685
cov_2-11-6,0.05897643046007405
cov_2-11-7,0.14091554204124807
cov_2-11-8,-0.011621692226335276
cov_2-11-9,0.03150371760973029
cov_2-11-10,-0.45659146483342156
cov_2-11-11,0.05288688418826019
cov_2-11-12,0.1144477207826547
cov_2-11-13,3.4219455314648326
cov_2-12-1,-0.033836805922792056
cov_2-12-2,-0.32804706504494974
cov_2-12-3,0.008394394500264402
cov_2-12-4,-0.6268640930724484
cov_2-12-5,1.4856901110523526
cov_2-12-6,0.32541665785298796
cov_2-12-7,0.6272890005288209
cov_2-12-8,-0.05870084611316762
cov_2-12-9,0.219069645690111
cov_2-12-10,-1.1135821258593341
cov_2-12-11,0.1144477207826547
cov_2-12-12,0.5868940243257534
cov_2-12-13,23.353194077207824
cov_2-13-1,11.5554653622422
cov_2-13-2,-4.334338974087786
cov_2-13-3,0.5018138551031209
cov_2-13-4,-42.84257006874673
cov_2-13-5,625.1224219989424
cov_2-13-6,15.1628900052882
cov_2-13-7,27.909759386567952
cov_2-13-8,-2.4502644103648867
cov_2-13-9,16.696538868323632
cov_2-13-10,-27.047160232681122
cov_2-13-11,3.4219455314648326
cov_2-13-12,23.353194077207824
cov_2-13-13,8993.21126388155
cov_3-1-1,0.44488431372549025
cov_3-1-2,0.3355686274509805
cov_3-1-3,0.023203921568627457
cov_3-1-4,0.2314901960784315
cov_3-1-5,0.2713235294117657
cov_3-1-6,-0.13397401960784322
cov_3-1-7,-0.2413156862745098
cov_3-1-8,0.007244607843137265
cov_3-1-9,-0.12777450980392158
cov_3-1-10,0.7935926433333333
cov_3-1-11,-0.06992990196078434
cov_3-1-12,-0.22354019607843137
cov_3-1-13,12.031078431372553
cov_3-2-1,0.3355686274509805
cov_3-2-2,1.5945923699914752
cov_3-2-3,0.09961353367433931
cov_3-2-4,1.0224011082693945
cov_3-2-5,1.6943989769820964
cov_3-2-6,-0.12493103154305198
cov_3-2-7,-0.3452946717817562
cov_3-2-8,0.04656997016197785
cov_3-2-9,-0.023910976129582266
cov_3-2-10,0.7868379810720373
cov_3-2-11,-0.16586523870417733
cov_3-2-12,-0.27227367860187557
cov_3-2-13,25.59136402387042
cov_3-3-1,0.023203921568627457
cov_3-3-2,0.09961353367433931
cov_3-3-3,0.09038022165387896
cov_3-3-4,0.7700193947144076
cov_3-3-5,1.4041879795396428
cov_3-3-6,-0.0038798167092924008
cov_3-3-7,0.012224126172208017
cov_3-3-8,0.011561977834612104
cov_3-3-9,-0.008389876385336732
cov_3-3-10,0.20032787736359758
cov_3-3-11,-0.01575711849957374
cov_3-3-12,-0.02210187553282181
cov_3-3-13,2.919458653026428
cov_3-4-1,0.2314901960784315
cov_3-4-2,1.0224011082693945
cov_3-4-3,0.7700193947144076
cov_3-4-4,10.025336743393012
cov_3-4-5,10.191815856777497
cov_3-4-6,-0.009678815004262587
cov_3-4-7,0.29612574595055413
cov_3-4-8,0.1152760017050298
cov_3-4-9,0.099058610400682
cov_3-4-10,1.1401304542412616
cov_3-4-11,-0.1525125745950554
cov_3-4-12,0.013497655583972746
cov_3-4-13,23.51366155157715
cov_3-5-1,0.2713235294117657
cov_3-5-2,1.6943989769820964
cov_3-5-3,1.4041879795396428
cov_3-5-4,10.191815856777497
cov_3-5-5,107.31841432225063
cov_3-5-6,-0.2999616368286444
cov_3-5-7,-0.18914322250639398
cov_3-5-8,-0.11108056265984655
cov_3-5-9,-0.5233120204603579
cov_3-5-10,8.61783896803069
cov_3-5-11,-0.6129092071611254
cov_3-5-12,-2.00849104859335
cov_3-5-13,114.47698209718669
cov_3-6-1,-0.13397401960784322
cov_3-6-2,-0.12493103154305198
cov_3-6-3,-0.0038798167092924008
cov_3-6-4,-0.009678815004262587
cov_3-6-5,-0.2999616368286444
cov_3-6-6,0.31591858482523444
cov_3-6-7,0.3674894075021311
cov_3-6-8,-0.02316187127024722
cov_3-6-9,0.18972508525149195
cov_3-6-10,-0.4137624580200342
cov_3-6-11,0.05057414748508099
cov_3-6-12,0.24099799658994037
cov_3-6-13,-17.032082267689685
cov_3-7-1,-0.2413156862745098
cov_3-7-2,-0.3452946717817562
cov_3-7-3,0.012224126172208017
cov_3-7-4,0.29612574595055413
cov_3-7-5,-0.18914322250639398
cov_3-7-6,0.3674894075021311
cov_3-7-7,0.7239430093776642
cov_3-7-8,-0.038585059676044337
cov_3-7-9,0.3242280477408356
cov_3-7-10,-0.694997551973572
cov_3-7-11,0.08051952259164537
cov_3-7-12,0.42502617220801364
cov_3-7-13,-31.73712489343565
cov_3-8-1,0.007244607843137265
cov_3-8-2,0.04656997016197785
cov_3-8-3,0.011561977834612104
cov_3-8-4,0.1152760017050298
cov_3-8-5,-0.11108056265984655
cov_3-8-6,-0.02316187127024722
cov_3-8-7,-0.038585059676044337
cov_3-8-8,0.015192625745950561
cov_3-8-9,-0.01696792412617221
cov_3-8-10,0.026738681543051996
cov_3-8-11,-0.0023766410912190983
cov_3-8-12,-0.021498635976129596
cov_3-8-13,2.0779070758738274
cov_3-9-1,-0.12777450980392158
cov_3-9-2,-0.023910976129582266
cov_3-9-3,-0.008389876385336732
cov_3-9-4,0.099058610400682
cov_3-9-5,-0.5233120204603579
cov_3-9-6,0.18972508525149195
cov_3-9-7,0.3242280477408356
cov_3-9-8,-0.01696792412617221
cov_3-9-9,0.31584198635976135
cov_3-9-10,-0.4105044637638533
cov_3-9-11,0.03214925404944585
cov_3-9-12,0.2088133205456095
cov_3-9-13,-10.178384484228475
cov_3-10-1,0.7935926433333333
cov_3-10-2,0.7868379810720373
cov_3-10-3,0.20032787736359758
cov_3-10-4,1.1401304542412616
cov_3-10-5,8.61783896803069
cov_3-10-6,-0.4137624580200342
cov_3-10-7,-0.694997551973572
cov_3-10-8,0.026738681543051996
cov_3-10-9,-0.4105044637638533
cov_3-10-10,4.761444841815872
cov_3-10-11,-0.33353317868499577
cov_3-10-12,-0.9940668671376812
cov_3-10-13,63.73953946888319
cov_3-11-1,-0.06992990196078434
cov_3-11-2,-0.16586523870417733
cov_3-11-3,-0.01575711849957374
cov_3-11-4,-0.1525125745950554
cov_3-11-5,-0.6129092071611254
cov_3-11-6,0.05057414748508099
cov_3-11-7,0.08051952259164537
cov_3-11-8,-0.0023766410912190983
cov_3-11-9,0.03214925404944585
cov_3-11-10,-0.33353317868499577
cov_3-11-11,0.06377804774083548
cov_3-11-12,0.08460797101449276
cov_3-11-13,-5.636449275362318
cov_3-12-1,-0.22354019607843137
cov_3-12-2,-0.27227367860187557
cov_3-12-3,-0.02210187553282181
cov_3-12-4,0.013497655583972746
cov_3-12-5,-2.00849104859335
cov_3-12-6,0.24099799658994037
cov_3-12-7,0.42502617220801364
cov_3-12-8,-0.021498635976129596
cov_3-12-9,0.2088133205456095
cov_3-12-10,-0.9940668671376812
cov_3-12-11,0.08460797101449276
cov_3-12-12,0.454256820119352
cov_3-12-13,-22.274582267689688
cov_3-13-1,12.031078431372553
cov_3-13-2,25.59136402387042
cov_3-13-3,2.919458653026428
cov_3-13-4,23.51366155157715
cov_3-13-5,114.47698209718669
cov_3-13-6,-17.032082267689685
cov_3-13-7,-31.73712489343565
cov_3-13-8,2.0779070758738274
cov_3-13-9,-10.178384484228475
cov_3-13-10,63.73953946888319
cov_3-13-11,-5.636449275362318
cov_3-13-12,-22.274582267689688
cov_3-13-13,6391.033674339302
p_1,0.2640449438202247
p_2,0.34831460674157305
p_3,0.38764044943820225
