param,value
z_147,0.0
z_148,0.0
z_149,0.0
z_150,0.0
z_151,0.0
z_152,0.0
z_153,0.0
z_154,0.0
z_155,0.0
z_156,0.0
z_157,1.0
z_158,0.0
z_159,0.0
z_160,0.0
z_161,0.0
z_162,1.0
z_163,1.0
z_164,0.0
z_165,1.0
z_166,0.0
z_167,0.0
z_168,1.0
z_169,1.0
z_170,0.0
z_171,0.0
z_172,0.0
z_173,1.0
z_174,0.0
z_175,0.0
z_176,0.0
z_177,0.0
z_178,0.0
z_179,0.0
z_180,0.0
z_181,1.0
z_182,1.0
z_183,1.0
z_184,0.0
z_185,0.0
z_186,0.0
z_187,1.0
z_188,0.0
z_189,0.0
z_190,0.0
z_191,0.0
z_192,0.0
z_193,0.0
z_194,0.0
z_195,0.0
z_196,0.0
z_197,0.0
z_198,1.0
z_199,1.0
z_200,0.0
z_201,0.0
z_202,1.0
z_203,1.0
z_204,1.0
z_205,0.0
z_206,0.0
z_207,0.0
z_208,1.0
z_209,0.0
z_210,0.0
z_211,1.0
z_212,0.0
z_213,1.0
z_214,0.0
z_215,0.0
z_216,0.0
z_217,0.0
z_218,0.0
z_219,1.0
z_220,1.0
z_221,0.0
z_222,0.0
z_223,0.0
z_224,1.0
z_225,0.0
z_226,0.0
z_227,0.0
z_228,0.0
z_229,0.0
z_230,0.0
z_231,1.0
z_232,0.0
z_233,0.0
z_234,1.0
z_235,0.0
z_236,0.0
z_237,1.0
z_238,1.0
z_239,0.0
z_240,1.0
z_241,0.0
z_242,0.0
z_243,0.0
z_244,0.0
z_245,1.0
z_246,0.0
z_247,0.0
z_248,0.0
z_249,0.0
z_250,0.0
z_251,1.0
z_252,0.0
z_253,1.0
z_254,1.0
z_255,1.0
z_256,0.0
z_257,1.0
z_258,0.0
z_259,1.0
z_260,0.0
z_261,1.0
z_262,1.0
z_263,1.0
z_264,0.0
z_265,1.0
z_266,1.0
z_267,0.0
z_268,0.0
z_269,0.0
z_270,0.0
z_271,0.0
z_272,0.0
z_273,1.0
z_274,0.0
z_275,1.0
z_276,0.0
z_277,0.0
z_278,1.0
z_279,0.0
z_280,0.0
z_281,1.0
z_282,0.0
z_283,1.0
z_284,0.0
z_285,0.0
z_286,0.0
z_287,0.0
z_288,0.0
z_289,0.0
z_290,0.0
z_291,0.0
z_292,0.0
z_293,0.0
z_294,0.0
z_295,0.0
z_296,0.0
z_297,0.0
z_298,0.0
z_299,0.0
z_300,0.0
z_301,1.0
z_302,0.0
z_303,1.0
z_304,0.0
z_305,0.0
z_306,0.0
z_307,0.0
z_308,0.0
z_309,0.0
z_310,0.0
z_311,0.0
z_312,0.0
z_313,0.0
z_314,0.0
z_315,0.0
z_316,0.0
z_317,0.0
z_318,1.0
z_319,0.0
z_320,0.0
z_321,0.0
z_322,1.0
z_323,0.0
z_324,1.0
z_325,0.0
z_326,0.0
z_327,0.0
z_328,0.0
z_329,1.0
z_330,0.0
z_331,1.0
z_332,0.0
z_333,0.0
z_334,0.0
z_335,0.0
z_336,1.0
z_337,0.0
z_338,1.0
z_339,0.0
z_340,1.0
z_341,0.0
z_342,0.0
z_343,0.0
z_344,1.0
z_345,0.0
z_346,0.0
z_347,0.0
z_348,0.0
z_349,0.0
z_350,0.0
z_351,0.0
z_352,0.0
z_353,1.0
z_354,0.0
z_355,0.0
z_356,0.0
z_357,0.0
z_358,0.0
z_359,0.0
z_360,0.0
z_361,0.0
z_362,0.0
z_363,0.0
z_364,0.0
z_365,0.0
z_366,1.0
z_367,1.0
z_368,0.0
z_369,1.0
z_370,1.0
z_371,1.0
z_372,0.0
z_373,1.0
z_374,1.0
z_375,0.0
z_376,0.0
z_377,0.0
z_378,0.0
z_379,0.0
z_380,0.0
z_381,0.0
z_382,0.0
z_383,0.0
z_384,0.0
z_385,0.0
z_386,0.0
z_387,0.0
z_388,0.0
z_389,0.0
z_390,1.0
z_391,0.0
z_392,0.0
z_393,1.0
z_394,1.0
z_395,0.0
z_396,0.0
z_397,0.0
z_398,0.0
z_399,0.0
z_400,0.0
z_401,1.0
z_402,0.0
z_403,0.0
z_404,0.0
z_405,0.0
z_406,0.0
z_407,0.0
z_408,0.0
z_409,1.0
z_410,0.0
z_411,0.0
z_412,0.0
z_413,0.0
z_414,0.0
z_415,0.0
z_416,0.0
z_417,0.0
z_418,1.0
z_419,0.0
z_420,0.0
z_421,0.0
z_422,0.0
z_423,0.0
z_424,0.0
z_425,0.0
z_426,0.0
z_427,0.0
z_428,0.0
z_429,0.0
z_430,0.0
z_431,0.0
z_432,0.0
z_433,1.0
z_434,1.0
z_435,0.0
z_436,0.0
z_437,0.0
z_438,0.0
z_439,0.0
z_440,0.0
z_441,0.0
z_442,1.0
z_443,0.0
z_444,0.0
z_445,1.0
z_446,0.0
z_447,1.0
z_448,0.0
z_449,0.0
z_450,1.0
z_451,0.0
z_452,1.0
z_453,0.0
z_454,0.0
z_455,0.0
z_456,0.0
z_457,0.0
z_458,0.0
z_459,0.0
z_460,0.0
z_461,1.0
z_462,1.0
z_463,0.0
z_464,0.0
z_465,0.0
z_466,0.0
z_467,0.0
z_468,0.0
z_469,1.0
z_470,0.0
z_471,0.0
z_472,0.0
z_473,0.0
z_474,0.0
z_475,0.0
z_476,0.0
z_477,0.0
z_478,0.0
z_479,0.0
z_480,0.0
z_481,0.0
z_482,0.0
z_483,0.0
z_484,0.0
z_485,0.0
z_486,0.0
z_487,0.0
z_488,1.0
z_489,0.0
z_490,1.0
z_491,0.0
z_492,1.0
z_493,1.0
z_494,0.0
z_495,0.0
z_496,0.0
z_497,0.0
z_498,0.0
z_499,1.0
z_500,1.0
z_501,0.0
z_502,0.0
z_503,0.0
z_504,1.0
z_505,0.0
z_506,0.0
z_507,0.0
z_508,0.0
z_509,0.0
z_510,0.0
z_511,0.0
z_512,0.0
z_513,0.0
z_514,0.0
z_515,0.0
z_516,0.0
z_517,1.0
z_518,1.0
z_519,0.0
z_520,0.0
z_521,0.0
z_522,1.0
z_523,0.0
z_524,0.0
z_525,0.0
z_526,0.0
z_527,0.0
z_528,0.0
z_529,0.0
z_530,0.0
z_531,0.0
z_532,0.0
z_533,0.0
z_534,1.0
z_535,0.0
z_536,1.0
z_537,0.0
z_538,0.0
z_539,0.0
z_540,0.0
z_541,0.0
z_542,0.0
z_543,0.0
z_544,0.0
z_545,0.0
z_546,0.0
z_547,0.0
z_548,0.0
z_549,0.0
z_550,0.0
z_551,0.0
z_552,0.0
z_553,0.0
z_554,0.0
z_555,0.0
z_556,0.0
z_557,0.0
z_558,0.0
z_559,0.0
z_560,0.0
z_561,0.0
z_562,0.0
z_563,0.0
z_564,1.0
z_565,1.0
z_566,1.0
z_567,1.0
z_568,1.0
z_569,0.0
m_1-1,619.679208989337
m_1-2,-0.003096420785706254
m_1-3,18.044142090163348
m_2-1,1755.0668694802137
m_2-2,-2.667255137178122
m_2-3,14.284975668957278
cov_1-1-1,296.96743905051073
cov_1-1-2,-19.715332352806364
cov_1-1-3,3.3710255572842067
cov_1-2-1,-19.715332352806364
cov_1-2-2,11.201345760980288
cov_1-2-3,7.322116976069454
cov_1-3-1,3.3710255572842067
cov_1-3-2,7.322116976069454
cov_1-3-3,79.91362353934025
cov_2-1-1,793.4732882313479
cov_2-1-2,-68.66464169215128
cov_2-1-3,-25.8852665204792
cov_2-2-1,-68.66464169215128
cov_2-2-2,26.23263318350977
cov_2-2-3,12.941038046840024
cov_2-3-1,-25.8852665204792
cov_2-3-2,12.941038046840024
cov_2-3-3,121.53399958770099
p_1,0.4686927316660138
p_2,0.5313072683339861
