param,value
cov_1-7-13,62.43791297303189
cov_1-8-1,-0.0015033852833711628
cov_1-8-2,0.001971829141703541
cov_1-8-3,0.007260083689669436
cov_1-8-4,0.03096870815216206
cov_1-8-5,0.16521120173479648
cov_1-8-6,-0.002321789145475787
cov_1-8-7,-0.003830080534543018
cov_1-8-8,0.004490514142599125
cov_1-8-9,-0.004436893154421054
cov_1-8-10,-0.016191880105037755
cov_1-8-11,0.002276357510905346
cov_1-8-12,-0.007863100884278043
cov_1-8-13,-2.685260429412436
cov_1-9-1,0.0743919441942802
cov_1-9-2,-0.024515691120882643
cov_1-9-3,-0.009316554942546578
cov_1-9-4,-0.21148983218109654
cov_1-9-5,-0.10994887294449109
cov_1-9-6,0.05909004445561578
cov_1-9-7,0.102312253352479
cov_1-9-8,-0.004436893154421054
cov_1-9-9,0.1674424057444854
cov_1-9-10,0.2572014382665532
cov_1-9-11,0.006417180274321964
cov_1-9-12,-0.0037195233547098858
cov_1-9-13,24.962135042077318
cov_1-10-1,0.43823469122644915
cov_1-10-2,-0.09542457728833358
cov_1-10-3,-0.006246329001349648
cov_1-10-4,-1.562529946564787
cov_1-10-5,2.366896976894348
cov_1-10-6,0.3366166931226758
cov_1-10-7,0.47390494842999553
cov_1-10-8,-0.016191880105037755
cov_1-10-9,0.2572014382665532
cov_1-10-10,1.9413984980839274
cov_1-10-11,-0.0074087219372405136
cov_1-10-12,-0.0677369720754145
cov_1-10-13,255.19947781573458
cov_1-11-1,0.0006847703804712363
cov_1-11-2,-0.029538687950977315
cov_1-11-3,0.006350606337039973
cov_1-11-4,0.052816817124040384
cov_1-11-5,0.044959419254944476
cov_1-11-6,-0.008624954178589432
cov_1-11-7,-0.0004960159233024039
cov_1-11-8,0.002276357510905346
cov_1-11-9,0.006417180274321964
cov_1-11-10,-0.007408721937240519
cov_1-11-11,0.014703274772696421
cov_1-11-12,-0.011496050701054193
cov_1-11-13,5.958984703825883
cov_1-12-1,0.02586898791772616
cov_1-12-2,0.023195873830012648
cov_1-12-3,-0.00803087979704618
cov_1-12-4,-0.01821426440084541
cov_1-12-5,0.5478834621171593
cov_1-12-6,0.0177418644806829
cov_1-12-7,-0.005610427859571488
cov_1-12-8,-0.007863100884278043
cov_1-12-9,-0.003719523354709888
cov_1-12-10,-0.0677369720754145
cov_1-12-11,-0.011496050701054191
cov_1-12-12,0.1292545490022457
cov_1-12-13,-15.665790263314904
cov_1-13-1,87.46191437725757
cov_1-13-2,-11.863356510323156
cov_1-13-3,6.1600970581136965
cov_1-13-4,-230.85923423494387
cov_1-13-5,58.12686662503439
cov_1-13-6,43.444760828296296
cov_1-13-7,62.43791297303189
cov_1-13-8,-2.685260429412436
cov_1-13-9,24.962135042077325
cov_1-13-10,255.19947781573453
cov_1-13-11,5.958984703825881
cov_1-13-12,-15.665790263314912
cov_1-13-13,68426.68395053368
cov_2-1-1,0.4439808846305994
cov_2-1-2,0.3606292449893995
cov_2-1-3,0.03074884520629931
cov_2-1-4,0.3111457891571051
cov_2-1-5,-2.2437361918568186
cov_2-1-6,-0.005638365666404284
cov_2-1-7,-0.07959795374886278
cov_2-1-8,0.021346477423106944
cov_2-1-9,-0.05227002266019966
cov_2-1-10,0.9540593599527455
cov_2-1-11,-0.04330117305125468
cov_2-1-12,-0.08206248398798052
cov_2-1-13,-12.712446327140249
cov_2-2-1,0.3606292449893995
cov_2-2-2,1.6772273602523498
cov_2-2-3,0.06450858957148563
cov_2-2-4,1.156068897061223
cov_2-2-5,-6.870194465251326
cov_2-2-6,-0.19228024015308182
cov_2-2-7,-0.31866779829227526
cov_2-2-8,0.04597442799388463
cov_2-2-9,-0.28207671738315887
cov_2-2-10,0.9524249877583698
cov_2-2-11,-0.0993073298280439
cov_2-2-12,-0.21442248601335076
cov_2-2-13,-34.460290361523846
cov_2-3-1,0.030748845206299315
cov_2-3-2,0.06450858957148561
cov_2-3-3,0.047158176424698495
cov_2-3-4,0.3262766732544008
cov_2-3-5,-0.7838123341573263
cov_2-3-6,0.028954397115267344
cov_2-3-7,0.014909644238190063
cov_2-3-8,0.0015157031557397616
cov_2-3-9,-0.009643652605602654
cov_2-3-10,0.09781724079285925
cov_2-3-11,-0.00543626426629225
cov_2-3-12,0.014378012108365125
cov_2-3-13,-4.669106963463994
cov_2-4-1,0.3111457891571051
cov_2-4-2,1.156068897061223
cov_2-4-3,0.3262766732544008
cov_2-4-4,7.3899167624764015
cov_2-4-5,-14.618928505798875
cov_2-4-6,-0.1814234539020719
cov_2-4-7,-0.8679536977511323
cov_2-4-8,0.133107333552855
cov_2-4-9,-0.26380032497039324
cov_2-4-10,2.8269656655397637
cov_2-4-11,-0.19421229648457702
cov_2-4-12,-0.5858606375192742
cov_2-4-13,-56.35764852295645
cov_2-5-1,-2.243736191856818
cov_2-5-2,-6.870194465251326
cov_2-5-3,-0.7838123341573263
cov_2-5-4,-14.618928505798875
cov_2-5-5,264.6555130558288
cov_2-5-6,1.7360438183287128
cov_2-5-7,4.900471772857001
cov_2-5-8,-1.1615808526678002
cov_2-5-9,5.316633767052624
cov_2-5-10,-14.51468716440769
cov_2-5-11,1.7012570589807225
cov_2-5-12,3.627754256360716
cov_2-5-13,975.1268660380337
cov_2-6-1,-0.005638365666404286
cov_2-6-2,-0.19228024015308182
cov_2-6-3,0.028954397115267344
cov_2-6-4,-0.18142345390207193
cov_2-6-5,1.7360438183287128
cov_2-6-6,0.2415314889345137
cov_2-6-7,0.24808113221515546
cov_2-6-8,-0.017407170965161308
cov_2-6-9,0.15762438148199717
cov_2-6-10,-0.1429055894152591
cov_2-6-11,0.031214689551956647
cov_2-6-12,0.17425239309466933
cov_2-6-13,15.02723611865773
cov_2-7-1,-0.07959795374886279
cov_2-7-2,-0.31866779829227526
cov_2-7-3,0.01490964423819006
cov_2-7-4,-0.8679536977511323
cov_2-7-5,4.900471772857003
cov_2-7-6,0.24808113221515546
cov_2-7-7,0.45755938715637956
cov_2-7-8,-0.05987377266151117
cov_2-7-9,0.278636516420247
cov_2-7-10,-0.648304501780086
cov_2-7-11,0.06348331132261971
cov_2-7-12,0.3216276534609954
cov_2-7-13,28.856210994222813
cov_2-8-1,0.021346477423106944
cov_2-8-2,0.04597442799388463
cov_2-8-3,0.0015157031557397616
cov_2-8-4,0.133107333552855
cov_2-8-5,-1.1615808526678004
cov_2-8-6,-0.017407170965161305
cov_2-8-7,-0.05987377266151117
cov_2-8-8,0.01928767977636511
cov_2-8-9,-0.035788224551778665
cov_2-8-10,0.1366205895513111
cov_2-8-11,-0.009257318113464644
cov_2-8-12,-0.05275225928990982
cov_2-8-13,-4.459700158995196
cov_2-9-1,-0.05227002266019966
cov_2-9-2,-0.28207671738315887
cov_2-9-3,-0.009643652605602654
cov_2-9-4,-0.2638003249703932
cov_2-9-5,5.316633767052624
cov_2-9-6,0.15762438148199717
cov_2-9-7,0.278636516420247
cov_2-9-8,-0.035788224551778665
cov_2-9-9,0.38939611131827206
cov_2-9-10,-0.027309097178101073
cov_2-9-11,0.02779014376907802
cov_2-9-12,0.18141824449505645
cov_2-9-13,25.08407480337958
cov_2-10-1,0.9540593599527455
cov_2-10-2,0.9524249877583698
cov_2-10-3,0.09781724079285925
cov_2-10-4,2.8269656655397637
cov_2-10-5,-14.51468716440769
cov_2-10-6,-0.1429055894152591
cov_2-10-7,-0.648304501780086
cov_2-10-8,0.1366205895513111
cov_2-10-9,-0.027309097178101007
cov_2-10-10,7.180297585207386
cov_2-10-11,-0.351998682859546
cov_2-10-12,-0.7191466239319828
cov_2-10-13,-35.688328716631155
cov_2-11-1,-0.04330117305125468
cov_2-11-2,-0.0993073298280439
cov_2-11-3,-0.0054362642662922475
cov_2-11-4,-0.19421229648457702
cov_2-11-5,1.7012570589807225
cov_2-11-6,0.031214689551956647
cov_2-11-7,0.06348331132261971
cov_2-11-8,-0.009257318113464641
cov_2-11-9,0.02779014376907802
cov_2-11-10,-0.35199868285954594
cov_2-11-11,0.03384729081563186
cov_2-11-12,0.061759437243165606
cov_2-11-13,5.790512405628066
cov_2-12-1,-0.08206248398798054
cov_2-12-2,-0.21442248601335076
cov_2-12-3,0.014378012108365125
cov_2-12-4,-0.5858606375192741
cov_2-12-5,3.627754256360716
cov_2-12-6,0.17425239309466933
cov_2-12-7,0.3216276534609954
cov_2-12-8,-0.05275225928990981
cov_2-12-9,0.18141824449505642
cov_2-12-10,-0.7191466239319828
cov_2-12-11,0.061759437243165606
cov_2-12-12,0.3279975173692475
cov_2-12-13,19.122973949804365
cov_2-13-1,-12.712446327140249
cov_2-13-2,-34.46029036152385
cov_2-13-3,-4.669106963463996
cov_2-13-4,-56.35764852295642
cov_2-13-5,975.1268660380337
cov_2-13-6,15.027236118657727
cov_2-13-7,28.856210994222813
cov_2-13-8,-4.459700158995195
cov_2-13-9,25.084074803379586
cov_2-13-10,-35.688328716631155
cov_2-13-11,5.790512405628064
cov_2-13-12,19.12297394980437
cov_2-13-13,14243.288393990193
cov_3-1-1,0.33608455183684866
cov_3-1-2,0.06460303516677701
cov_3-1-3,-0.015275760325736243
cov_3-1-4,0.039230910607514186
cov_3-1-5,0.6668295597461499
cov_3-1-6,-0.07817917835212305
cov_3-1-7,-0.06878181846593781
cov_3-1-8,-0.01916992318416572
cov_3-1-9,-0.07392343026207789
cov_3-1-10,0.4694739495522289
cov_3-1-11,-0.03982136897317117
cov_3-1-12,-0.1352779279778118
cov_3-1-13,-0.9020816167779678
cov_3-2-1,0.06460303516677703
cov_3-2-2,1.1379317104442481
cov_3-2-3,0.07616481358738658
cov_3-2-4,0.6967695485368883
cov_3-2-5,3.4676903825735987
cov_3-2-6,-0.03563907245633751
cov_3-2-7,-0.0016602905010373885
cov_3-2-8,0.0014485594208437644
cov_3-2-9,0.1336999845028957
cov_3-2-10,0.1780368804263282
cov_3-2-11,-0.12235803511131385
cov_3-2-12,-0.05869843257950442
cov_3-2-13,-1.529092764793909
cov_3-3-1,-0.015275760325736243
cov_3-3-2,0.07616481358738657
cov_3-3-3,0.10118672658910048
cov_3-3-4,0.8197609205876356
cov_3-3-5,1.3581781801605635
cov_3-3-6,-0.007025391032353783
cov_3-3-7,0.04764045688859358
cov_3-3-8,0.011802228765850856
cov_3-3-9,0.002422600040881465
cov_3-3-10,0.1381349236081663
cov_3-3-11,-0.010347438305555238
cov_3-3-12,-0.011724452987032232
cov_3-3-13,-1.0713955992457835
cov_3-4-1,0.0392309106075142
cov_3-4-2,0.6967695485368883
cov_3-4-3,0.8197609205876355
cov_3-4-4,10.350130910779935
cov_3-4-5,7.368714159052537
cov_3-4-6,-0.06871195166330887
cov_3-4-7,0.40929982665716214
cov_3-4-8,0.09025922803620068
cov_3-4-9,0.21605074343464395
cov_3-4-10,0.7617450676641597
cov_3-4-11,-0.1604046794776694
cov_3-4-12,0.14295314923022137
cov_3-4-13,2.024725663079165
cov_3-5-1,0.6668295597461499
cov_3-5-2,3.4676903825735987
cov_3-5-3,1.3581781801605632
cov_3-5-4,7.368714159052539
cov_3-5-5,120.74744616015565
cov_3-5-6,-0.6888701293008199
cov_3-5-7,-0.14220302142409377
cov_3-5-8,-0.19970069936419413
cov_3-5-9,-0.7417084830168587
cov_3-5-10,12.018523658422787
cov_3-5-11,-0.8864181002402249
cov_3-5-12,-3.2254365712236246
cov_3-5-13,42.510748630052284
cov_3-6-1,-0.07817917835212308
cov_3-6-2,-0.03563907245633752
cov_3-6-3,-0.007025391032353779
cov_3-6-4,-0.06871195166330885
cov_3-6-5,-0.6888701293008198
cov_3-6-6,0.3202584966877643
cov_3-6-7,0.33513220426422746
cov_3-6-8,-0.01955133138437276
cov_3-6-9,0.1742169360546898
cov_3-6-10,-0.24003283219710583
cov_3-6-11,0.03235502129301984
cov_3-6-12,0.20909133322029552
cov_3-6-13,-11.515552563619291
cov_3-7-1,-0.06878181846593781
cov_3-7-2,-0.0016602905010373813
cov_3-7-3,0.04764045688859358
cov_3-7-4,0.4092998266571621
cov_3-7-5,-0.14220302142409436
cov_3-7-6,0.3351322042642274
cov_3-7-7,0.5259855863584606
cov_3-7-8,-0.009066163026577085
cov_3-7-9,0.23215064944150976
cov_3-7-10,-0.08276857614725412
cov_3-7-11,0.027384093858812686
cov_3-7-12,0.28187793651821647
cov_3-7-13,-14.362287364608417
cov_3-8-1,-0.01916992318416572
cov_3-8-2,0.001448559420843766
cov_3-8-3,0.011802228765850856
cov_3-8-4,0.09025922803620068
cov_3-8-5,-0.19970069936419416
cov_3-8-6,-0.019551331384372764
cov_3-8-7,-0.009066163026577085
cov_3-8-8,0.013771598099082094
cov_3-8-9,-0.0032467017914404235
cov_3-8-10,-0.05282400436502009
cov_3-8-11,0.003990473059732195
cov_3-8-12,0.001774809352072659
cov_3-8-13,-0.4822229995492211
cov_3-9-1,-0.0739234302620779
cov_3-9-2,0.1336999845028957
cov_3-9-3,0.0024226000408814614
cov_3-9-4,0.21605074343464395
cov_3-9-5,-0.7417084830168587
cov_3-9-6,0.1742169360546898
cov_3-9-7,0.23215064944150973
cov_3-9-8,-0.0032467017914404235
cov_3-9-9,0.2841753995527381
cov_3-9-10,-0.2126922844390967
cov_3-9-11,0.008429048146148515
cov_3-9-12,0.1597515445549485
cov_3-9-13,-9.329404866906204
cov_3-10-1,0.46947394955222893
cov_3-10-2,0.17803688042632818
cov_3-10-3,0.1381349236081663
cov_3-10-4,0.7617450676641598
cov_3-10-5,12.018523658422787
cov_3-10-6,-0.24003283219710583
cov_3-10-7,-0.08276857614725411
cov_3-10-8,-0.05282400436502009
cov_3-10-9,-0.21269228443909674
cov_3-10-10,3.2342824611834025
cov_3-10-11,-0.21484338710218207
cov_3-10-12,-0.6686339185012028
cov_3-10-13,24.98893933915833
cov_3-11-1,-0.03982136897317118
cov_3-11-2,-0.12235803511131385
cov_3-11-3,-0.01034743830555524
cov_3-11-4,-0.1604046794776694
cov_3-11-5,-0.8864181002402249
cov_3-11-6,0.03235502129301985
cov_3-11-7,0.027384093858812693
cov_3-11-8,0.003990473059732195
cov_3-11-9,0.008429048146148515
cov_3-11-10,-0.2148433871021821
cov_3-11-11,0.05867848684519063
cov_3-11-12,0.054748461017277705
cov_3-11-13,-0.6511585704916598
cov_3-12-1,-0.1352779279778118
cov_3-12-2,-0.058698432579504425
cov_3-12-3,-0.011724452987032232
cov_3-12-4,0.14295314923022126
cov_3-12-5,-3.2254365712236246
cov_3-12-6,0.20909133322029555
cov_3-12-7,0.2818779365182165
cov_3-12-8,0.0017748093520726582
cov_3-12-9,0.1597515445549485
cov_3-12-10,-0.6686339185012027
cov_3-12-11,0.0547484610172777
cov_3-12-12,0.40298597586680407
cov_3-12-13,-9.078236626586701
cov_3-13-1,-0.902081616777968
cov_3-13-2,-1.5290927647939045
cov_3-13-3,-1.0713955992457838
cov_3-13-4,2.0247256630791526
cov_3-13-5,42.51074863005225
cov_3-13-6,-11.515552563619293
cov_3-13-7,-14.362287364608417
cov_3-13-8,-0.4822229995492212
cov_3-13-9,-9.329404866906204
cov_3-13-10,24.988939339158325
cov_3-13-11,-0.6511585704916597
cov_3-13-12,-9.078236626586705
cov_3-13-13,10806.088681830563
p_1,0.34719511700205236
p_2,0.3028899695811733
p_3,0.34991491341677455
