param,value
cov_2-3-1,0.09424604259009935
cov_2-3-2,-0.07341239742626778
cov_2-3-3,0.3345166038972736
cov_2-3-4,0.17704296647532353
cov_2-4-1,-0.013146259834223429
cov_2-4-2,-0.03437276078777582
cov_2-4-3,0.17704296647532353
cov_2-4-4,0.2692042282265237
cov_3-1-1,0.5538743008897272
cov_3-1-2,-0.1944940714575748
cov_3-1-3,0.102584765713729
cov_3-1-4,0.16303704265187244
cov_3-2-1,-0.1944940714575748
cov_3-2-2,0.948255546530803
cov_3-2-3,-0.4040804895174751
cov_3-2-4,-0.5081338271960042
cov_3-3-1,0.102584765713729
cov_3-3-2,-0.4040804895174751
cov_3-3-3,0.38756052017585757
cov_3-3-4,0.2789681549870898
cov_3-4-1,0.16303704265187244
cov_3-4-2,-0.5081338271960042
cov_3-4-3,0.2789681549870898
cov_3-4-4,0.5195335800638732
cov_4-1-1,0.25828384602212723
cov_4-1-2,-0.13726698848170485
cov_4-1-3,0.05592745364619303
cov_4-1-4,0.005383768182318146
cov_4-2-1,-0.13726698848170485
cov_4-2-2,0.3791967402268291
cov_4-2-3,-0.03828027054842167
cov_4-2-4,0.035867643283028466
cov_4-3-1,0.05592745364619303
cov_4-3-2,-0.03828027054842167
cov_4-3-3,0.2748858789904424
cov_4-3-4,0.20432261314263409
cov_4-4-1,0.005383768182318146
cov_4-4-2,0.035867643283028466
cov_4-4-3,0.20432261314263409
cov_4-4-4,0.4309679637442891
cov_5-1-1,0.5746797932877946
cov_5-1-2,-0.21646256635119235
cov_5-1-3,-0.011044022846142438
cov_5-1-4,-0.06871636599260093
cov_5-2-1,-0.21646256635119235
cov_5-2-2,0.47043320154252233
cov_5-2-3,-0.0710379788096449
cov_5-2-4,0.16905232553100863
cov_5-3-1,-0.011044022846142438
cov_5-3-2,-0.0710379788096449
cov_5-3-3,0.3746827035209987
cov_5-3-4,-0.04921689837514693
cov_5-4-1,-0.06871636599260093
cov_5-4-2,0.16905232553100863
cov_5-4-3,-0.04921689837514693
cov_5-4-4,0.2976992716160788
p_1,0.25862068965517243
p_2,0.11637931034482758
p_3,0.11637931034482758
p_4,0.2413793103448276
p_5,0.2672413793103448
