param,value
cov_2-3-1,0.3050051957089581
cov_2-3-2,0.0918157544808087
cov_2-3-3,0.5782428196815819
cov_2-3-4,0.2200432534640503
cov_2-4-1,0.10351726750887529
cov_2-4-2,0.01335998486911047
cov_2-4-3,0.2200432534640503
cov_2-4-4,0.16421818986240747
cov_3-1-1,0.7158599938686089
cov_3-1-2,-0.30922413377167113
cov_3-1-3,0.24474459966226436
cov_3-1-4,0.1722670262217529
cov_3-2-1,-0.30922413377167113
cov_3-2-2,1.0266404613824018
cov_3-2-3,-0.42525132896560636
cov_3-2-4,-0.5730230255348406
cov_3-3-1,0.24474459966226433
cov_3-3-2,-0.4252513289656063
cov_3-3-3,0.31941458403746215
cov_3-3-4,0.30359858549428925
cov_3-4-1,0.17226702622175286
cov_3-4-2,-0.5730230255348406
cov_3-4-3,0.30359858549428925
cov_3-4-4,0.6047109155136691
cov_4-1-1,0.2803117857535289
cov_4-1-2,-0.2135721668427192
cov_4-1-3,0.029421104519263722
cov_4-1-4,0.08196445304176067
cov_4-2-1,-0.2135721668427192
cov_4-2-2,0.5325018856623979
cov_4-2-3,-0.028198547789856112
cov_4-2-4,-0.03333707646093643
cov_4-3-1,0.029421104519263722
cov_4-3-2,-0.028198547789856112
cov_4-3-3,0.2651341440065745
cov_4-3-4,0.23702328176267934
cov_4-4-1,0.08196445304176067
cov_4-4-2,-0.03333707646093642
cov_4-4-3,0.2370232817626794
cov_4-4-4,0.4544965967440228
cov_5-1-1,0.5345720838458375
cov_5-1-2,-0.3981144975013909
cov_5-1-3,-0.003167997296995895
cov_5-1-4,-0.041856729846151325
cov_5-2-1,-0.3981144975013909
cov_5-2-2,0.6187370849260417
cov_5-2-3,-0.19280209444521917
cov_5-2-4,-0.007396829608732954
cov_5-3-1,-0.0031679972969958993
cov_5-3-2,-0.19280209444521917
cov_5-3-3,0.4398926441375775
cov_5-3-4,0.14897732093237678
cov_5-4-1,-0.041856729846151325
cov_5-4-2,-0.007396829608732965
cov_5-4-3,0.1489773209323768
cov_5-4-4,0.2531350123513453
p_1,0.232098197870623
p_2,0.1080769476660737
p_3,0.12059652711327752
p_4,0.26482789668698214
p_5,0.27440043066304365
